SRR8245064	SRR8245065	SRR8245066	SRR8245067	SRR8245068	SRR8245069	SRR8245070	SRR8245071	SRR8245072	SRR8245073	SRR8245074	SRR8245075	SRR8245076	SRR8245077
ENSMUSG00000096463.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115088.2	2	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115289.2	0	6	4	1	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000119684.1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000075581.6	0	3	0	1	1	1	2	0	2	0	2	2	1	1
ENSMUSG00000115470.2	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002074909.1	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057886.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115559.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115704.2	0	0	1	0	0	3	1	0	2	0	0	0	0	0
ENSMUSG00000115411.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115845.2	0	4	4	0	0	0	0	2	1	0	0	0	0	0
ENSMUSG00000115427.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115449.2	2	0	2	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000034997.6	0	0	0	0	10	1	0	0	1	0	0	0	0	1
ENSMUSG00000115288.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021996.17	268	288	374	247	230	538	644	151	288	317	205	300	257	684
ENSMUSG00000068015.9	195	191	238	273	345	307	235	283	264	245	331	228	301	324
ENSMUSG00000115002.2	19	5	10	11	20	15	8	6	41	17	19	4	10	7
ENSMUSG00000115019.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034959.9	15	24	53	12	81	32	21	2	14	2	23	0	4	11
ENSMUSG00000021997.5	0	0	1	0	0	0	0	2	1	0	0	0	0	0
ENSMUSG00000021998.17	4087	4519	3743	4082	4734	4300	3341	3506	3796	3609	2781	3222	3429	3112
ENSMUSG00000089733.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090054.2	112	119	72	112	120	124	74	91	93	87	64	92	96	85
ENSMUSG00000021999.10	5	4	2	0	3	0	0	0	0	0	0	0	0	0
ENSMUSG00002076433.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115789.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022000.12	128	142	106	83	143	189	116	86	134	172	236	181	199	204
ENSMUSG00000115615.2	0	0	3	0	1	1	5	1	0	0	1	0	0	0
ENSMUSG00000091722.3	2	0	1	0	0	0	0	0	2	1	0	0	4	2
ENSMUSG00000034913.11	1	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000022002.3	2	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000064394.3	1	0	0	1	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000034893.10	125	26	63	91	75	211	90	102	110	203	183	39	112	143
ENSMUSG00002075876.1	1	0	2	2	0	4	0	3	1	0	0	2	1	3
ENSMUSG00000022003.8	172	184	146	162	166	144	307	129	214	224	219	150	222	258
ENSMUSG00000115458.2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000085829.2	11	11	13	4	5	5	4	4	3	11	4	20	17	11
ENSMUSG00000060126.15	2094	2302	2308	2341	2658	2130	1970	1803	3426	3195	3473	3236	3513	3610
ENSMUSG00000065147.3	20	24	28	22	32	8	14	10	32	36	30	39	38	26
ENSMUSG00000067995.5	83	139	114	106	130	138	102	86	125	116	130	57	150	171
ENSMUSG00000046523.6	6	7	5	5	4	2	7	5	7	0	1	0	5	13
ENSMUSG00000065799.3	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000022008.5	61	112	86	82	85	98	57	73	96	145	164	152	100	124
ENSMUSG00000022009.2	100	38	68	75	89	87	58	73	117	177	152	211	124	137
ENSMUSG00000095427.3	0	3	0	0	0	1	0	0	1	0	2	2	0	0
ENSMUSG00000115625.2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000022010.20	88	30	382	36	365	105	288	29	72	95	157	73	78	210
ENSMUSG00000115092.2	0	0	0	0	0	10	0	0	0	0	0	0	0	0
ENSMUSG00000052584.11	17	5	14	21	11	27	16	8	17	7	12	13	9	17
ENSMUSG00000115143.2	0	0	1	0	0	5	0	0	0	0	0	0	0	0
ENSMUSG00000101009.7	1	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115709.2	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000115817.2	2	0	4	0	0	0	4	2	0	0	0	0	0	0
ENSMUSG00000115353.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115596.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115303.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044350.15	23	59	9	0	20	8	26	11	0	0	4	0	8	11
ENSMUSG00000034795.15	1	0	0	1	0	4	0	3	0	0	0	0	0	0
ENSMUSG00000022012.10	3	3	2	1	9	12	23	0	1	0	1	0	1	31
ENSMUSG00000063556.6	228	185	196	183	199	158	118	119	259	242	259	203	219	274
ENSMUSG00000115733.2	2	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000115244.2	0	0	0	1	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000067973.12	0	0	0	4	0	2	1	0	0	0	1	0	0	1
ENSMUSG00002075302.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00002076975.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115363.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000115257.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075512.6	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000022013.5	426	355	460	447	352	421	271	327	408	363	427	270	433	402
ENSMUSG00000022014.16	1261	1318	1114	1175	1104	1014	713	1043	1383	1256	1010	961	1095	1120
ENSMUSG00000115517.2	4	0	0	0	0	1	1	0	3	0	0	6	0	0
ENSMUSG00000092272.2	2	4	4	0	1	1	2	1	0	0	0	0	0	0
ENSMUSG00000115519.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045655.10	8	0	1	0	5	0	0	0	1	0	3	0	0	0
ENSMUSG00000087932.3	0	0	0	0	0	3	1	0	0	0	1	0	1	2
ENSMUSG00000115552.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075704.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022015.9	11	0	10	17	9	17	1	8	9	3	11	0	1	2
ENSMUSG00002076701.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115450.2	0	0	2	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000022016.18	31	28	29	65	67	51	61	42	137	64	35	69	98	78
ENSMUSG00000034731.12	52	72	57	87	75	84	106	172	35	89	41	5	52	59
ENSMUSG00000115087.2	0	17	0	0	0	2	0	2	6	8	0	0	0	3
ENSMUSG00000084447.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115107.2	3	0	0	0	0	0	5	0	0	0	0	0	0	0
ENSMUSG00000115514.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115305.2	0	0	0	0	0	0	0	0	0	0	0	0	1	2
ENSMUSG00000115290.2	8	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058997.9	77	161	114	121	89	95	124	56	196	141	149	78	123	149
ENSMUSG00000115090.2	6	1	9	17	17	8	5	4	9	4	9	3	6	13
ENSMUSG00000115539.2	0	0	0	2	3	2	0	1	0	0	0	7	0	2
ENSMUSG00000115643.2	2	0	0	0	2	1	0	0	0	0	0	0	0	0
ENSMUSG00000115637.2	2	0	1	0	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000115167.2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000115111.2	0	3	0	0	0	0	1	0	0	1	0	0	0	0
ENSMUSG00000071262.11	0	1	0	0	2	0	1	0	0	0	0	0	1	0
ENSMUSG00000115045.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022018.8	97	127	119	139	116	100	162	217	174	467	322	164	323	237
ENSMUSG00000022020.16	138	62	106	137	125	150	101	115	185	146	118	78	141	134
ENSMUSG00000022022.4	13	0	20	9	0	19	5	12	6	14	20	0	0	11
ENSMUSG00000043881.10	41	11	47	26	42	40	64	80	23	16	73	31	36	24
ENSMUSG00000075502.3	9	0	9	7	11	4	8	6	4	11	0	6	5	8
ENSMUSG00000022023.7	58	117	55	45	54	91	61	57	80	47	63	66	76	60
ENSMUSG00000036461.17	762	685	746	928	1021	836	684	882	1267	1162	1401	979	1261	1134
ENSMUSG00002075158.1	0	0	4	0	0	0	0	0	1	1	0	0	0	0
ENSMUSG00000022024.11	344	275	356	364	383	371	317	345	425	485	443	366	510	516
ENSMUSG00000022025.14	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000115740.2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000115422.2	6	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000076453.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036422.11	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102774.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097927.3	0	11	1	0	0	0	1	0	0	0	0	1	0	1
ENSMUSG00000095959.3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000115190.2	6	0	0	11	4	0	1	2	4	0	0	0	0	0
ENSMUSG00000115291.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022026.8	9	0	9	12	0	8	1	0	0	0	0	0	0	0
ENSMUSG00000115334.2	1	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSMUSG00000098125.2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115036.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115346.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115716.2	0	0	0	1	0	1	1	1	0	0	0	0	0	0
ENSMUSG00000115297.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000115542.2	2	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000115465.2	0	1	1	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000115455.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115385.2	4	0	4	0	0	1	4	0	0	0	0	0	0	0
ENSMUSG00000115175.2	7	0	0	3	0	0	0	1	0	0	0	0	1	0
ENSMUSG00000115731.2	5	0	0	1	0	0	0	0	0	1	0	0	2	0
ENSMUSG00000115476.2	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000115825.2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075834.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115051.2	1	0	2	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000115847.2	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000115031.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088009.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115393.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115780.2	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ENSMUSG00000115006.2	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSMUSG00000115282.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115043.2	1	6	2	0	1	4	0	0	0	0	0	0	0	0
ENSMUSG00000115770.2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115612.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115227.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035566.8	7	0	15	8	3	11	4	11	0	0	3	7	6	22
ENSMUSG00000115529.2	0	0	0	0	0	0	1	0	0	0	0	0	0	2
ENSMUSG00000115743.2	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000115239.2	0	0	1	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000115653.2	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000115217.2	7	5	7	1	2	0	2	2	0	0	6	0	0	0
ENSMUSG00000115836.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115014.2	0	0	1	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000115128.2	0	7	1	0	0	2	3	0	0	0	0	0	0	0
ENSMUSG00000115271.2	7	3	7	1	0	1	1	5	2	0	2	6	0	0
ENSMUSG00000115777.2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000115176.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064407.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115089.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115664.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087812.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115401.2	0	0	0	0	0	0	0	0	0	1	1	0	0	0
ENSMUSG00000115776.2	0	0	1	0	0	0	3	3	0	0	0	0	0	0
ENSMUSG00000022021.15	9	19	13	12	1	6	5	7	2	5	5	4	5	18
ENSMUSG00000115306.2	0	11	3	0	1	0	0	0	0	0	0	0	0	1
ENSMUSG00002076478.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115438.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102284.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088536.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022019.17	41	1	62	25	38	55	18	31	46	67	90	20	98	38
ENSMUSG00000115564.2	0	1	0	0	0	0	0	1	2	0	4	16	0	4
ENSMUSG00000115484.2	0	0	0	0	0	0	0	0	1	0	0	0	1	0
ENSMUSG00000115184.2	0	0	0	0	0	0	0	0	1	0	0	11	0	0
ENSMUSG00000115608.2	2	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115452.2	0	1	0	3	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115527.2	2	1	4	0	1	3	0	0	0	0	0	0	0	0
ENSMUSG00000062611.5	3	2	2	6	8	3	1	2	11	7	9	9	7	9
ENSMUSG00002075121.1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115479.2	2	4	1	1	0	0	0	2	0	1	0	0	1	0
ENSMUSG00000098095.2	2	1	0	0	0	0	6	0	0	0	1	0	0	0
ENSMUSG00000115533.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115202.2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000115114.2	1	0	1	1	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000050505.8	1	0	6	0	0	5	0	0	0	0	0	0	0	0
ENSMUSG00000115623.2	0	0	0	0	0	0	0	4	0	2	0	0	0	0
ENSMUSG00000102164.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115392.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088405.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077408.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062093.6	0	0	0	2	0	0	1	0	1	0	2	0	1	1
ENSMUSG00000115313.2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115001.2	0	0	0	3	0	0	3	2	0	0	0	10	0	0
ENSMUSG00000077619.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115292.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000115565.2	1	0	1	2	0	4	0	0	0	0	3	0	0	0
ENSMUSG00000088746.3	3	0	1	0	0	1	0	2	0	0	0	1	0	0
ENSMUSG00000115225.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115368.2	31	21	19	24	27	23	41	22	24	24	14	20	23	21
ENSMUSG00000115171.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115308.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077298.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103410.2	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115662.2	11	8	10	7	14	11	6	8	8	4	6	13	7	10
ENSMUSG00000115660.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115720.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115444.2	2	0	1	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000055421.9	0	0	2	6	0	5	0	5	0	0	0	0	0	6
ENSMUSG00000065014.3	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ENSMUSG00000115505.2	3	1	2	5	4	5	0	3	3	2	1	4	1	3
ENSMUSG00000115632.2	3	1	0	4	0	4	1	0	3	0	0	0	0	3
ENSMUSG00000115447.2	2	0	1	0	0	7	0	0	0	0	0	0	0	0
ENSMUSG00000115023.2	1	5	0	0	0	2	1	0	0	0	0	0	0	6
ENSMUSG00000115471.2	0	8	4	2	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000115797.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000115613.2	0	0	0	0	0	0	1	2	0	0	0	0	0	0
ENSMUSG00000088046.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115059.2	0	0	2	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115638.2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115822.2	7	0	3	6	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089384.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115331.2	2	13	2	0	1	0	4	1	0	0	0	0	0	0
ENSMUSG00000115038.2	0	0	3	0	0	1	2	0	1	0	0	0	0	0
ENSMUSG00000115379.2	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSMUSG00000115499.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115396.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115243.2	0	0	1	0	0	0	0	0	0	0	1	1	0	0
ENSMUSG00000115679.2	0	0	1	0	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000034689.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115029.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115603.2	6	0	3	1	0	6	0	3	1	0	0	0	0	0
ENSMUSG00000022076.11	3	3	17	7	0	13	6	4	0	0	3	10	0	1
ENSMUSG00000083933.2	0	0	1	2	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000065042.3	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000064581.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115535.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115315.2	3	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000115714.2	5	0	2	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115601.2	1	0	0	1	0	1	2	1	5	0	0	0	0	0
ENSMUSG00000089130.3	2	0	0	1	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000115052.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115229.2	0	0	0	0	0	0	2	0	0	0	0	3	0	2
ENSMUSG00000119804.2	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000088538.3	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000115598.2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000055639.17	2	1	5	3	0	0	1	2	3	0	0	0	0	0
ENSMUSG00000089549.3	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086133.2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000089425.4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000115218.2	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115486.2	0	1	0	4	4	1	3	1	3	1	1	2	4	2
ENSMUSG00000119462.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098059.2	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115242.2	1	0	0	1	0	0	0	0	0	0	0	1	1	0
ENSMUSG00000115567.2	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000060377.5	1	1	3	2	2	0	1	1	5	1	3	0	1	1
ENSMUSG00000033186.10	164	145	145	120	147	330	159	149	167	164	157	198	209	183
ENSMUSG00000022070.8	24	22	46	29	38	62	23	11	60	81	49	66	55	19
ENSMUSG00000033166.12	36	1	60	78	61	72	62	47	73	54	40	147	48	76
ENSMUSG00000022064.11	60	94	64	76	48	91	99	50	87	115	128	79	83	99
ENSMUSG00000115071.2	4	8	1	1	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000100172.2	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005148.9	0	4	2	0	0	0	15	2	5	5	5	0	0	4
ENSMUSG00000084700.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064584.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115746.2	0	0	0	0	0	1	1	0	0	0	1	0	1	0
ENSMUSG00000115590.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115178.2	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ENSMUSG00000115580.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115550.2	1	0	0	0	0	1	0	1	0	0	0	0	0	0
ENSMUSG00000115366.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000103188.2	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065238.3	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000087144.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072294.6	7	0	7	10	1	10	4	4	14	1	5	0	0	11
ENSMUSG00000054391.13	0	0	1	0	0	0	0	0	0	0	0	3	0	0
ENSMUSG00000084991.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000110273.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119005.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115821.2	8	0	0	0	5	0	0	0	0	0	0	0	0	0
ENSMUSG00000115732.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089331.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115506.2	6	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000115105.2	0	31	9	0	0	3	2	0	0	0	0	0	0	0
ENSMUSG00002075538.1	1	0	0	4	0	1	0	0	0	1	0	0	2	0
ENSMUSG00000088160.4	0	0	3	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000115721.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042888.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076744.1	1	0	0	0	0	4	0	0	0	0	0	0	0	0
ENSMUSG00000115538.2	5	18	1	2	0	0	1	2	0	0	0	0	0	0
ENSMUSG00000033083.17	103	58	133	22	14	61	3	8	52	71	6	57	68	37
ENSMUSG00000115319.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075486.11	89	199	101	79	149	97	82	71	123	141	123	66	95	105
ENSMUSG00000022111.10	84	152	110	110	117	127	126	63	84	64	124	84	100	174
ENSMUSG00000115435.2	7	0	2	1	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000115110.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053821.5	2	23	2	5	0	5	8	0	0	0	0	0	0	0
ENSMUSG00000033060.17	10	17	15	1	1	12	21	1	4	3	4	0	0	34
ENSMUSG00000115584.2	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ENSMUSG00000119010.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115696.2	2	0	5	0	0	1	0	2	0	0	0	0	0	0
ENSMUSG00002075110.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115816.2	7	19	5	2	0	3	2	1	0	0	4	0	1	0
ENSMUSG00000098557.2	33	95	91	70	109	20	40	8	122	133	87	63	81	89
ENSMUSG00000092901.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114980.2	0	0	0	1	0	0	3	0	0	0	0	0	0	1
ENSMUSG00000115512.2	13	5	14	10	8	10	5	3	10	12	7	6	5	6
ENSMUSG00000115855.2	4	0	1	0	6	0	4	0	5	0	0	0	3	0
ENSMUSG00000022126.7	2	471	9	2	0	7	12	0	3	67	0	0	87	56
ENSMUSG00000022125.8	108	104	85	90	108	151	176	74	123	179	169	174	147	109
ENSMUSG00000022124.16	60	8	55	39	89	53	45	82	146	82	93	99	125	114
ENSMUSG00000033004.17	562	514	418	571	630	442	361	474	709	842	589	773	676	656
ENSMUSG00000098111.2	0	0	0	0	0	0	2	0	2	0	0	1	1	3
ENSMUSG00000115099.2	0	0	3	0	0	0	1	6	0	0	0	0	0	0
ENSMUSG00000115762.2	1	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000022123.10	2	1	2	0	0	7	0	3	2	1	1	0	1	0
ENSMUSG00000055717.14	27	31	24	18	24	21	23	23	21	40	28	48	48	30
ENSMUSG00002076273.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089707.2	10	13	9	6	15	18	13	12	18	12	17	12	12	11
ENSMUSG00000022122.16	1	0	1	0	0	24	8	11	0	0	0	0	6	3
ENSMUSG00000104311.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115727.2	4	3	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115424.2	17	13	19	1	2	7	2	2	0	16	0	1	0	0
ENSMUSG00000048349.10	14	0	10	1	2	4	2	7	14	1	0	0	3	5
ENSMUSG00000022120.5	28	6	37	17	15	30	37	18	39	22	22	82	41	61
ENSMUSG00000115384.2	2	0	2	1	0	1	2	0	1	0	4	0	0	2
ENSMUSG00000077541.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115432.2	15	0	21	9	0	15	1	2	0	0	1	0	4	0
ENSMUSG00000077719.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
