SRR8245064	SRR8245065	SRR8245066	SRR8245067	SRR8245068	SRR8245069	SRR8245070	SRR8245071	SRR8245072	SRR8245073	SRR8245074	SRR8245075	SRR8245076	SRR8245077
ENSMUSG00000026156.9	65	23	59	69	73	171	49	75	104	52	33	104	66	90
ENSMUSG00000026155.14	75	36	61	77	79	232	76	91	110	84	55	100	115	116
ENSMUSG00000026154.5	34	8	29	28	31	23	44	31	26	17	37	31	33	33
ENSMUSG00000102495.2	5	2	2	8	11	14	12	16	4	4	12	7	9	11
ENSMUSG00000026153.16	14	0	21	9	39	12	23	8	2	1	13	0	0	16
ENSMUSG00000102398.2	0	0	0	0	0	0	0	3	0	0	0	4	0	0
ENSMUSG00000097670.2	2	12	3	2	0	4	0	0	0	0	0	0	0	0
ENSMUSG00000026147.17	3	0	2	0	2	2	3	1	0	0	0	2	2	2
ENSMUSG00000026141.14	6	19	10	2	6	6	2	2	3	0	3	6	2	4
ENSMUSG00000077463.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099997.2	2	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSMUSG00000100131.2	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ENSMUSG00000067736.3	0	4	1	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000101939.2	1	42	10	0	2	12	3	1	3	3	5	2	2	9
ENSMUSG00000101111.2	0	1	1	0	1	0	0	0	1	0	0	0	1	0
ENSMUSG00000100862.2	0	1	5	0	2	2	1	1	2	2	0	2	3	2
ENSMUSG00000102070.2	0	1	1	0	0	2	1	0	1	1	0	0	1	0
ENSMUSG00000101249.2	2	0	4	3	1	0	1	2	1	5	1	4	2	4
ENSMUSG00000073725.9	160	155	153	160	205	249	209	243	209	186	185	135	258	219
ENSMUSG00000100808.2	0	0	2	0	0	0	1	0	0	0	5	0	0	0
ENSMUSG00000100483.2	0	0	2	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000100450.2	0	0	1	0	0	1	0	0	3	0	0	0	1	0
ENSMUSG00000099392.2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033569.18	18	5	29	15	5	12	7	8	1	0	3	0	6	3
ENSMUSG00000080849.2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000104257.2	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119153.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102296.2	0	0	0	0	0	4	0	0	0	0	0	0	3	0
ENSMUSG00000103209.2	7	1	4	11	0	9	2	0	0	0	0	0	6	0
ENSMUSG00000104027.2	0	0	4	3	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000102407.2	6	13	4	1	0	1	8	0	3	0	0	0	0	1
ENSMUSG00000103214.2	1	0	0	0	0	3	0	0	3	0	0	0	6	0
ENSMUSG00000104100.2	0	3	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000084740.3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103889.2	0	3	3	1	0	6	2	0	4	0	4	0	0	1
ENSMUSG00000101301.2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000104221.2	0	0	2	0	0	1	0	0	0	0	0	0	3	0
ENSMUSG00000102250.2	3	12	11	0	0	7	13	5	0	0	0	0	1	0
ENSMUSG00000102317.2	2	2	0	1	0	9	1	3	3	0	6	0	0	3
ENSMUSG00000103563.2	0	12	0	3	0	2	0	3	0	0	0	0	0	0
ENSMUSG00000102465.2	10	0	5	3	0	10	2	5	0	0	0	0	1	2
ENSMUSG00000102659.2	3	2	0	0	0	1	2	0	1	0	0	0	0	0
ENSMUSG00000103924.2	17	0	4	6	0	13	0	0	0	1	0	0	0	0
ENSMUSG00000104132.2	9	11	1	0	0	17	0	0	0	0	0	0	1	0
ENSMUSG00000102747.2	0	0	4	2	3	0	1	2	1	0	0	6	2	2
ENSMUSG00000102386.2	0	0	0	0	3	1	0	0	0	0	0	0	0	1
ENSMUSG00000103004.2	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104516.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101618.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099458.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088111.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073722.4	0	1	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000119695.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000100310.2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000101514.2	8	10	2	0	1	1	0	0	0	0	0	2	1	0
ENSMUSG00000101033.2	3	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000101372.2	0	31	4	0	0	8	0	0	1	0	0	0	0	1
ENSMUSG00000103241.2	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000086240.5	2	2	4	0	1	1	2	3	1	1	1	0	3	1
ENSMUSG00000048411.5	5	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081557.3	0	0	0	0	0	9	0	0	0	0	0	0	1	0
ENSMUSG00000058590.3	5	6	0	0	0	0	1	2	1	0	3	0	0	0
ENSMUSG00000101235.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075209.1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00002076857.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002074912.1	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000099257.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099492.2	17	18	27	17	17	16	17	7	32	27	24	25	24	30
ENSMUSG00000118548.2	0	0	0	0	0	0	1	0	0	0	2	0	0	6
ENSMUSG00000101726.2	3	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075317.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00002075289.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053185.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100261.2	0	0	1	0	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000101180.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048874.16	110	97	106	89	223	118	163	127	189	225	175	163	217	244
ENSMUSG00000103783.2	2	0	3	0	14	0	2	0	5	0	0	0	12	2
ENSMUSG00000104315.2	7	0	20	17	19	7	15	3	7	48	18	2	30	27
ENSMUSG00000026064.17	5	8	12	13	19	11	13	6	13	19	15	21	12	20
ENSMUSG00000117310.3	0	0	3	0	0	0	1	0	0	0	3	0	0	1
ENSMUSG00000117091.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086726.4	2	0	0	0	0	1	0	0	1	0	0	0	1	0
ENSMUSG00000086727.9	4	0	3	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000100237.2	0	0	0	0	1	1	0	0	0	0	0	0	1	0
ENSMUSG00002076113.1	1	0	3	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000100910.2	1	0	1	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000099796.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050217.14	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000026063.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077664.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100205.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100592.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094215.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101093.2	0	0	0	0	4	1	3	1	0	0	0	0	0	0
ENSMUSG00000070960.5	1	0	2	0	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000088620.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082159.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026058.12	10	14	24	11	13	15	18	7	1	12	4	8	2	31
ENSMUSG00000064688.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103482.2	0	0	2	2	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000104498.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104313.2	0	1	2	0	3	0	5	0	0	0	0	0	2	0
ENSMUSG00000102865.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000102321.2	4	0	2	0	0	12	1	0	1	0	0	9	0	0
ENSMUSG00000091318.3	2	0	2	0	0	3	4	1	0	0	0	0	0	0
ENSMUSG00000089489.3	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000104433.2	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076392.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102926.2	6	0	0	0	0	14	1	2	0	0	5	1	0	0
ENSMUSG00000100497.2	0	3	3	0	0	0	0	0	0	0	0	0	4	0
ENSMUSG00000102917.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100481.2	2	1	0	0	1	0	1	1	0	1	0	0	1	0
ENSMUSG00000100590.2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000088750.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104230.2	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101754.3	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065223.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100318.3	2	0	0	3	0	3	0	0	0	0	0	0	0	2
ENSMUSG00000101612.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065260.3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026134.12	111	32	61	66	83	93	80	76	89	78	52	61	119	82
ENSMUSG00000101682.2	2	0	1	2	0	0	0	0	1	0	0	0	0	1
ENSMUSG00000102714.2	0	0	3	0	2	2	0	0	9	0	0	0	0	0
ENSMUSG00000102093.2	1	0	0	0	0	0	0	2	1	2	3	0	1	1
ENSMUSG00000103746.2	0	0	2	2	1	3	0	1	0	0	6	0	0	1
ENSMUSG00000102198.2	0	12	0	1	0	0	7	0	0	0	0	0	0	0
ENSMUSG00000004768.15	36	0	29	9	5	38	44	9	22	13	0	0	1	26
ENSMUSG00000042215.9	29	0	39	30	45	113	79	0	6	19	23	0	14	99
ENSMUSG00000103072.2	2	0	4	3	5	8	8	0	2	1	0	0	2	6
ENSMUSG00000042197.14	91	136	124	74	150	173	135	100	230	140	255	232	123	142
ENSMUSG00000081402.5	1	2	1	1	2	0	1	3	0	4	0	2	3	1
ENSMUSG00000042182.17	2	24	12	5	1	1	1	9	7	0	1	35	4	11
ENSMUSG00000104416.2	6	0	5	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026131.21	16	28	38	7	10	148	181	3	16	9	7	4	5	124
ENSMUSG00000103596.2	8	3	3	0	0	0	6	0	1	0	0	0	0	0
ENSMUSG00000099382.2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000084506.3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103364.2	0	0	0	0	0	1	1	0	1	0	0	0	0	0
ENSMUSG00000105982.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096992.4	0	10	1	0	0	6	5	0	0	1	0	0	0	0
ENSMUSG00000103001.2	0	0	2	0	1	3	1	0	0	0	0	0	0	2
ENSMUSG00000104397.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102839.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101206.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101462.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102336.2	14	0	1	0	3	31	6	0	12	11	0	0	2	11
ENSMUSG00000092852.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042111.10	98	68	104	95	46	118	79	85	113	101	85	100	135	120
ENSMUSG00000101711.2	55	50	47	50	89	52	72	61	89	45	114	133	97	78
ENSMUSG00000026127.14	273	200	253	274	322	331	380	249	367	286	366	620	359	335
ENSMUSG00000026126.16	644	551	676	634	528	646	489	516	648	490	697	470	575	664
ENSMUSG00000100280.3	374	351	404	403	344	374	259	370	384	270	407	248	377	450
ENSMUSG00000101223.7	8	2	1	6	12	6	6	5	3	8	6	0	6	6
ENSMUSG00000026125.10	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000101116.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026124.5	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000101803.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037529.14	1	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000045815.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045174.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100524.2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102499.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103521.2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104098.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037509.22	39	95	47	25	38	65	80	47	78	134	81	102	62	42
ENSMUSG00000102537.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102612.2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000118272.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104002.3	7	30	9	12	5	20	23	17	22	37	25	36	13	13
ENSMUSG00000037503.13	170	184	235	133	171	300	284	221	316	312	281	248	328	324
ENSMUSG00000104358.2	11	1	13	5	5	23	11	21	8	7	0	0	13	7
ENSMUSG00000026123.12	345	365	322	423	391	682	498	465	236	176	271	310	293	410
ENSMUSG00000103716.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103548.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103760.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000103997.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077231.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104417.2	3	0	2	0	0	0	0	0	4	0	2	0	2	2
ENSMUSG00000064601.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101714.2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000102531.2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000103096.2	0	0	1	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000102279.2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000103708.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104201.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102434.2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000045216.8	2	4	9	9	32	26	7	5	21	20	27	30	14	25
ENSMUSG00000104523.2	2	0	4	3	7	24	6	2	6	3	1	5	5	7
ENSMUSG00000102202.2	3	3	9	8	0	3	3	13	11	13	14	0	1	6
ENSMUSG00000037470.15	349	277	301	310	546	611	341	316	338	317	293	391	304	373
ENSMUSG00000098752.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047180.9	462	492	322	366	448	250	203	305	908	520	700	552	582	539
ENSMUSG00000037447.17	1141	1391	1008	1344	1753	1868	1721	2311	1866	1679	2313	1986	1704	2054
ENSMUSG00000102762.2	3	0	9	4	0	13	2	5	2	8	3	15	10	7
ENSMUSG00000010453.13	249	80	231	191	244	274	246	236	341	366	335	276	391	235
ENSMUSG00000098680.3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000037432.16	7	1	2	1	18	8	12	6	5	1	20	2	4	5
ENSMUSG00000001143.14	36	62	57	37	103	62	90	55	27	33	68	50	50	51
ENSMUSG00000037408.11	75	75	134	120	127	274	200	172	189	206	190	193	183	187
ENSMUSG00000104316.2	5	20	6	18	0	5	24	14	13	0	16	0	1	14
ENSMUSG00002075980.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001138.14	31	71	18	26	32	37	44	8	67	25	35	62	34	55
ENSMUSG00000102845.2	0	3	0	2	0	1	1	0	2	0	5	0	0	4
ENSMUSG00000067653.13	3	4	8	11	3	4	6	4	6	2	12	4	9	5
ENSMUSG00000109510.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079610.10	78	23	59	58	86	28	46	69	71	89	52	142	92	119
ENSMUSG00000026121.14	6	0	2	2	0	5	10	1	0	0	0	11	0	11
ENSMUSG00000087589.4	0	0	1	0	0	2	1	0	0	0	0	0	0	0
ENSMUSG00000046337.18	0	0	2	0	1	2	0	0	0	0	0	0	0	1
ENSMUSG00000089906.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075377.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061518.12	251	200	296	294	268	436	365	311	277	244	310	183	247	322
ENSMUSG00000037351.10	231	230	242	200	233	426	360	263	358	297	244	72	350	417
ENSMUSG00000102416.5	2	3	1	3	4	0	1	0	0	0	2	0	0	1
ENSMUSG00000104237.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000026117.11	706	517	479	713	636	797	763	826	852	649	823	920	659	821
ENSMUSG00000097291.2	22	29	13	16	27	15	14	18	26	17	9	30	22	9
ENSMUSG00000026116.12	54	75	69	41	93	110	68	40	107	98	87	83	130	79
ENSMUSG00000103016.2	0	0	0	1	1	4	0	0	1	0	0	1	1	0
ENSMUSG00000102930.2	36	0	10	3	11	16	8	31	48	35	21	0	7	18
ENSMUSG00000103159.2	0	1	0	0	0	5	6	2	19	0	17	0	3	4
ENSMUSG00000080054.4	1	3	4	4	0	1	2	2	3	1	0	2	4	9
ENSMUSG00000119706.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050122.20	11	12	6	12	13	0	0	0	9	2	8	58	16	25
ENSMUSG00000103603.2	4	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSMUSG00000026114.15	0	0	1	0	0	0	0	2	0	0	0	1	0	0
ENSMUSG00000102231.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026113.18	139	78	234	118	323	261	280	353	167	157	178	280	156	164
ENSMUSG00000086064.2	4	8	2	5	4	2	12	2	0	0	15	14	4	0
ENSMUSG00000102879.2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000026112.8	402	487	435	402	587	746	549	382	602	495	453	471	546	613
ENSMUSG00000026111.16	105	71	136	113	180	234	175	140	137	177	183	144	155	177
ENSMUSG00000026110.16	238	153	254	213	355	221	173	201	342	436	363	545	267	322
ENSMUSG00000103948.2	0	0	2	4	1	2	0	2	7	5	0	7	7	1
ENSMUSG00000087233.2	1	0	0	0	1	0	1	1	3	0	1	4	0	1
ENSMUSG00000026090.17	14	12	23	20	13	0	1	2	36	49	12	67	12	11
ENSMUSG00000089767.2	7	1	0	1	1	0	0	0	1	0	1	0	2	1
ENSMUSG00000104365.2	9	0	1	3	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000102650.2	1	0	0	0	0	0	0	0	0	4	0	0	0	0
ENSMUSG00000060771.16	16	3	30	6	38	57	35	39	33	41	3	20	20	14
ENSMUSG00000097268.2	1	0	0	0	1	0	1	0	2	0	0	0	0	0
ENSMUSG00000037216.6	7	0	4	2	6	19	11	1	3	0	12	2	0	9
ENSMUSG00000026088.16	194	134	197	190	208	192	176	206	229	169	122	150	185	188
ENSMUSG00000026087.12	270	237	294	359	371	358	300	217	413	364	323	268	379	416
ENSMUSG00000061584.7	0	1	0	0	2	1	0	0	1	0	0	0	0	0
ENSMUSG00000087374.2	1	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026085.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076708.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058407.13	141	167	141	94	142	152	135	134	191	109	150	150	194	216
ENSMUSG00000026083.13	148	138	163	167	193	274	169	190	205	200	352	287	246	247
ENSMUSG00000026082.12	27	29	17	23	25	71	58	45	40	27	54	14	28	46
ENSMUSG00000103804.2	3	0	0	1	0	2	1	5	0	0	0	0	14	1
ENSMUSG00000102716.2	2	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000037138.19	38	42	78	60	43	33	4	21	166	196	49	108	107	100
ENSMUSG00000085391.2	12	12	13	8	2	3	0	1	29	30	17	7	35	15
ENSMUSG00000085280.2	3	2	5	5	0	3	0	0	8	12	0	0	5	23
ENSMUSG00000087131.8	52	13	30	28	25	16	7	8	88	78	49	45	47	75
ENSMUSG00000102984.2	9	7	9	8	12	0	2	3	12	13	12	0	12	16
ENSMUSG00000102541.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103531.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048814.12	5	0	1	0	0	0	4	1	0	0	1	0	1	0
ENSMUSG00000026080.15	41	0	70	51	46	48	74	51	107	93	53	42	127	59
ENSMUSG00000103647.2	0	0	1	0	1	1	0	0	0	0	0	0	2	0
ENSMUSG00000102447.2	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSMUSG00000067604.9	0	3	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000026078.11	125	54	104	112	119	131	126	85	107	126	71	151	106	118
ENSMUSG00000103046.2	3	0	3	5	0	3	3	6	0	5	6	0	1	6
ENSMUSG00000104188.2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000103182.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098833.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026077.16	0	1	0	0	1	0	0	2	0	6	1	0	5	0
ENSMUSG00000092553.2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092563.2	0	1	0	0	1	0	0	0	1	0	1	0	1	0
ENSMUSG00000073702.12	231	216	353	282	321	270	222	194	332	325	403	258	374	434
ENSMUSG00000003134.11	131	26	345	77	367	120	51	24	25	81	75	29	43	57
ENSMUSG00000102607.2	3	0	1	3	7	1	0	0	0	0	0	0	0	0
ENSMUSG00000065629.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076218.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003135.16	19	3	23	20	38	16	14	24	31	31	9	4	29	31
ENSMUSG00000085894.2	3	6	4	4	2	1	5	8	2	10	11	15	7	13
ENSMUSG00000077704.3	0	0	0	0	1	1	2	1	2	0	2	5	1	1
ENSMUSG00000048234.14	10	13	19	23	36	35	16	11	17	26	42	13	27	40
ENSMUSG00000064936.3	2	0	0	0	2	0	0	3	1	4	2	0	1	2
ENSMUSG00000102471.2	0	0	0	0	0	0	0	0	1	0	1	1	2	2
ENSMUSG00000050967.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097083.2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000057173.9	1	0	0	3	5	0	0	0	0	0	0	0	0	2
ENSMUSG00000091937.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101634.7	0	2	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000026074.16	213	262	186	161	200	213	195	131	307	292	369	380	312	389
ENSMUSG00000102985.2	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000026073.14	17	432	5	2	1	157	20	13	8	43	59	0	10	32
ENSMUSG00000097899.3	0	20	8	0	0	7	0	3	8	2	1	0	6	9
ENSMUSG00000102975.2	0	60	6	1	0	47	0	17	6	1	14	0	28	1
ENSMUSG00000026072.13	10	0	4	3	4	45	16	0	1	0	23	0	4	24
ENSMUSG00000103560.2	28	0	14	5	0	9	1	1	1	0	0	0	1	0
ENSMUSG00000070942.9	21	0	13	10	17	49	8	20	53	57	23	97	30	19
ENSMUSG00000103230.2	1	0	2	1	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000026069.16	29	12	7	10	0	38	61	3	4	5	0	11	5	140
ENSMUSG00000026070.16	474	318	295	352	308	267	265	318	481	336	332	333	358	337
ENSMUSG00000026068.12	753	800	817	864	635	2057	1610	1921	967	351	772	808	569	697
ENSMUSG00000104441.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026065.9	2	0	2	3	0	0	5	0	0	0	1	0	0	0
ENSMUSG00000102676.2	4	5	3	0	4	1	0	0	0	0	0	0	1	0
ENSMUSG00000026062.13	0	20	7	6	0	16	75	0	0	0	0	0	6	20
ENSMUSG00000103679.2	0	0	4	3	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000103270.2	3	0	9	0	3	10	11	2	0	12	0	0	0	7
ENSMUSG00000041945.13	4	0	4	0	2	17	9	0	1	12	1	0	0	12
ENSMUSG00000079588.4	0	0	0	0	0	1	4	0	0	0	0	0	0	0
ENSMUSG00000094136.3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104072.2	0	0	0	0	0	0	2	3	0	0	0	1	0	0
ENSMUSG00000100185.2	0	0	5	0	4	0	4	0	0	0	3	0	0	1
ENSMUSG00000100832.2	6	0	7	1	0	4	3	1	2	0	0	0	9	0
ENSMUSG00000100178.2	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000101877.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000053640.3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000101919.2	1	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000101299.3	1	0	1	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000100180.2	1	2	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103106.2	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000060424.15	0	0	1	1	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000104199.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045515.5	3	0	1	4	1	3	5	1	0	0	3	0	0	0
ENSMUSG00000093436.7	3	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097063.4	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000099784.2	0	0	0	2	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000060679.15	194	243	211	143	183	215	142	130	217	266	213	279	214	261
ENSMUSG00000077448.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041907.10	2	0	5	0	1	3	0	3	0	0	1	0	2	1
ENSMUSG00002075628.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
